     id          lon          lat     m               t year mo da ho mi    se flag  parent founder            prob
      1   -0.6500000   38.0670000   4.4       4.1154861 1970  1  5  2 46 18.00    2       1       1       1.0000000
      2   -4.1720000   36.2470000   3.6      10.6542593 1970  1 11 15 42  8.00    2       2       2       1.0000000
      3   -4.7650000   36.2180000   4.4      15.5531597 1970  1 16 13 16 33.00    2       3       3       1.0000000
      4   -5.5230000   36.6420000   3.5      35.8633681 1970  2  5 20 43 15.00    2       4       4       1.0000000
      5   -5.0280000   36.4620000   3.8      61.2274306 1970  3  3  5 27 30.00   -1       5       5       1.0000000
      6   -5.0670000   36.3280000   3.5      61.2454745 1970  3  3  5 53 29.00   -1       5       5       1.0000000
      7   -5.2380000   36.3350000   3.9      61.2551389 1970  3  3  6  7 24.00    2       6       5       1.0000000
      8   -5.2520000   36.7280000   4.0      62.4083681 1970  3  4  9 48  3.00   -1       8       8       1.0000000
      9   -5.2500000   36.7170000   4.2      62.8926157 1970  3  4 21 25 22.00    2       8       8       1.0000000
     10   -5.2500000   36.7170000   3.2      62.8985301 1970  3  4 21 33 53.00    1       9       8       1.0000000
     11   -5.2500000   36.7170000   3.9      62.9034722 1970  3  4 21 41  0.00    1       9       8       1.0000000
     12   -5.2500000   36.7170000   3.2      62.9059375 1970  3  4 21 44 33.00    1      11       8       1.0000000
     13   -5.2500000   36.7170000   4.2      62.9152083 1970  3  4 21 57 54.00    1       9       8       1.0000000
     14   -5.2500000   36.7170000   3.7      62.9784259 1970  3  4 23 28 56.00    1      13       8       1.0000000
     15   -3.5430000   36.3780000   4.3      70.0492477 1970  3 12  1 10 55.00    2      15      15       1.0000000
     16   -1.2980000   36.8530000   3.4      74.5452315 1970  3 16 13  5  8.00    2      16      16       1.0000000
     17   -1.8930000   38.3570000   3.2      79.1901042 1970  3 21  4 33 45.00    2      17      17       1.0000000
     18   -2.5000000   36.7000000   3.8     200.4575926 1970  7 20 10 58 56.00    2      18      18       1.0000000
     19   -3.5970000   36.5020000   3.3     211.9890741 1970  7 31 23 44 16.00    2      19      19       1.0000000
     20   -6.0880000   36.0150000   3.7     239.4411458 1970  8 28 10 35 15.00    2      20      20       1.0000000
     21   -4.4100000   36.2380000   3.8     242.5388426 1970  8 31 12 55 56.00    2      21      21       1.0000000
     22   -0.4500000   38.4170000   3.3     251.1866898 1970  9  9  4 28 50.00    2      22      22       1.0000000
     23   -1.5500000   37.7670000   3.3     263.2795718 1970  9 21  6 42 35.00    2      23      23       1.0000000
     24   -0.4850000   39.0870000   3.3     267.0434375 1970  9 25  1  2 33.00    2      24      24       1.0000000
     25   -4.7880000   36.5080000   3.9     276.1602662 1970 10  4  3 50 47.00    2      25      25       1.0000000
     26   -0.6930000   37.7450000   4.4     376.2133449 1971  1 12  5  7 13.00    2      26      26       1.0000000
     27   -0.4850000   38.0970000   3.5     390.1724190 1971  1 26  4  8 17.00    2      27      27       1.0000000
     28   -3.8520000   36.2480000   3.4     399.9019792 1971  2  4 21 38 51.00    2      28      28       1.0000000
     29   -3.7520000   36.9920000   3.4     402.0302662 1971  2  7  0 43 35.00    2      29      29       1.0000000
     30    0.4150000   39.3850000   3.9     415.0065972 1971  2 20  0  9 30.00    2      30      30       1.0000000
     31   -0.7880000   39.1870000   3.9     447.9141319 1971  3 24 21 56 21.00    2      31      31       1.0000000
     32   -0.9400000   38.4670000   3.2     457.1051042 1971  4  3  2 31 21.00    2      32      32       1.0000000
     33   -3.8230000   36.8550000   4.5     485.4430440 1971  5  1 10 37 59.00    2      33      33       1.0000000
     34   -3.8170000   36.8500000   3.2     485.4464699 1971  5  1 10 42 55.00    1      33      33       1.0000000
     35   -5.0750000   36.8300000   3.7     501.9183102 1971  5 17 22  2 22.00    2      35      35       1.0000000
     36   -3.8950000   37.0450000   3.5     503.5346875 1971  5 19 12 49 57.00    2      36      36       1.0000000
     37   -0.2720000   37.9050000   3.7     510.4164236 1971  5 26  9 59 39.00    2      37      37       1.0000000
     38   -3.5970000   37.5720000   3.5     513.3080671 1971  5 29  7 23 37.00    2      38      38       1.0000000
     39   -4.9350000   36.7280000   4.0     528.5705324 1971  6 13 13 41 34.00    2      39      39       1.0000000
     40   -2.9980000   36.6350000   4.1     531.8620023 1971  6 16 20 41 17.00    2      40      40       1.0000000
     41   -3.8750000   37.0080000   3.3     533.0404514 1971  6 18  0 58 15.00    2      41      41       1.0000000
     42   -3.4800000   37.7380000   4.5     533.8844444 1971  6 18 21 13 36.00    2      42      42       1.0000000
     43   -3.7500000   36.5500000   3.3     536.9476389 1971  6 21 22 44 36.00    2      43      43       1.0000000
     44   -3.4000000   36.6000000   3.4     557.9762500 1971  7 12 23 25 48.00    2      44      44       1.0000000
     45   -4.4400000   37.5150000   3.8     563.6782292 1971  7 18 16 16 39.00    2      45      45       1.0000000
     46   -4.7220000   36.3370000   4.1     567.0164699 1971  7 22  0 23 43.00    2      46      46       1.0000000
     47   -3.8950000   37.0800000   4.1     570.9735069 1971  7 25 23 21 51.00    2      47      47       1.0000000
     48   -3.7000000   36.9000000   3.7     575.4904514 1971  7 30 11 46 15.00    2      48      48       1.0000000
     49   -2.1930000   37.3080000   3.4     587.1636458 1971  8 11  3 55 39.00    2      49      49       1.0000000
     50   -2.5000000   36.2000000   4.0     593.1344560 1971  8 17  3 13 37.00    2      50      50       1.0000000
     51   -4.1000000   36.6000000   3.6     657.2476157 1971 10 20  5 56 34.00    2      51      51       1.0000000
     52   -1.7180000   36.8530000   4.0     680.0697917 1971 11 12  1 40 30.00    2      52      52       1.0000000
     53   -3.3680000   36.6670000   3.5     692.3099537 1971 11 24  7 26 20.00    2      53      53       1.0000000
     54   -3.3300000   36.3750000   3.4     731.9188773 1972  1  2 22  3 11.00    2      54      54       1.0000000
     55   -3.4580000   36.4380000   3.2     804.7891319 1972  3 15 18 56 21.00    2      55      55       1.0000000
     56   -2.2450000   37.4200000   5.0     805.8968981 1972  3 16 21 31 32.00    2      56      56       1.0000000
     57   -2.2400000   37.4200000   3.6     805.9015394 1972  3 16 21 38 13.00    1      56      56       1.0000000
     58   -1.8200000   37.2870000   3.6     807.2496528 1972  3 18  5 59 30.00    1      56      56       1.0000000
     59   -5.1370000   36.2250000   3.8     822.0527546 1972  4  2  1 15 58.00    2      59      59       1.0000000
     60   -0.8330000   38.0500000   3.4     825.1736921 1972  4  5  4 10  7.00    2      60      60       1.0000000
     61   -1.3550000   38.4700000   4.4     834.1404745 1972  4 14  3 22 17.00    2      61      61       1.0000000
     62   -1.1180000   38.7380000   3.4     834.3715394 1972  4 14  8 55  1.00    1      61      61       1.0000000
     63   -5.3530000   36.1830000   4.0     846.0778935 1972  4 26  1 52 10.00    2      63      63       1.0000000
     64   -2.9950000   36.4720000   3.3     848.7449884 1972  4 28 17 52 47.00    2      64      64       1.0000000
     65   -3.8120000   36.3280000   3.9     849.8402546 1972  4 29 20  9 58.00    2      65      65       1.0000000
     66   -5.8200000   36.4630000   3.5     856.8452662 1972  5  6 20 17 11.00    2      66      66       1.0000000
     67   -0.1570000   39.3480000   3.2     888.7833102 1972  6  7 18 47 58.00    2      67      67       1.0000000
     68   -3.7270000   36.4270000   3.8     890.7181134 1972  6  9 17 14  5.00    2      68      68       1.0000000
     69   -0.4850000   39.4520000   3.3     907.0919907 1972  6 26  2 12 28.00    2      69      69       1.0000000
     70   -3.3750000   37.2550000   3.2     910.3746759 1972  6 29  8 59 32.00    2      70      70       1.0000000
     71   -2.0420000   38.5020000   3.9     913.9123264 1972  7  2 21 53 45.00    2      71      71       1.0000000
     72   -4.0000000   36.6780000   3.3     947.3723148 1972  8  5  8 56  8.00    2      72      72       1.0000000
     73   -4.9250000   36.1950000   3.9    1006.9823958 1972 10  3 23 34 39.00    2      73      73       1.0000000
     74   -1.9120000   37.4480000   3.8    1029.1653241 1972 10 26  3 58  4.00    2      74      74       1.0000000
     75   -1.6230000   38.0020000   3.9    1054.5989120 1972 11 20 14 22 26.00    2      75      75       1.0000000
     76   -4.1020000   36.0780000   4.4    1056.8649421 1972 11 22 20 45 31.00    2      76      76       1.0000000
     77   -4.5780000   36.1400000   3.6    1060.5393287 1972 11 26 12 56 38.00    2      77      77       1.0000000
     78   -4.7220000   36.1380000   3.4    1070.9870602 1972 12  6 23 41 22.00    2      78      78       1.0000000
     79   -3.4200000   36.8780000   3.2    1085.8198495 1972 12 21 19 40 35.00    2      79      79       1.0000000
     80   -2.2870000   36.4800000   3.3    1095.0415972 1972 12 31  0 59 54.00    2      80      80       1.0000000
     81   -0.8000000   38.0330000   3.7    1119.8211806 1973  1 24 19 42 30.00    2      81      81       1.0000000
     82   -1.9270000   38.5350000   4.3    1165.5377199 1973  3 11 12 54 19.00    2      82      82       1.0000000
     83   -2.4580000   37.7850000   4.2    1175.1033565 1973  3 21  2 28 50.00    2      83      83       1.0000000
     84   -2.4670000   36.8330000   3.3    1196.4350116 1973  4 11 10 26 25.00    2      84      84       1.0000000
     85   -2.2000000   37.5000000   3.4    1207.6326042 1973  4 22 15 10 57.00    2      85      85       1.0000000
     86   -0.1000000   39.8000000   3.2    1212.3490741 1973  4 27  8 22 40.00    2      86      86       1.0000000
     87   -0.7830000   38.1170000   3.3    1227.7226273 1973  5 12 17 20 35.00    2      87      87       1.0000000
     88   -1.7030000   37.1000000   3.3    1236.1385069 1973  5 21  3 19 27.00    2      88      88       1.0000000
     89   -0.6330000   38.1330000   3.5    1238.3065162 1973  5 23  7 21 23.00    2      89      89       1.0000000
     90    0.8520000   39.0770000   3.9    1247.1949769 1973  6  1  4 40 46.00    2      90      90       1.0000000
     91   -0.4670000   38.5000000   3.3    1262.3723611 1973  6 16  8 56 12.00    2      91      91       1.0000000
     92   -0.4000000   38.1000000   3.2    1319.4290856 1973  8 12 10 17 53.00    2      92      92       1.0000000
     93   -2.0330000   37.3670000   3.4    1344.2234375 1973  9  6  5 21 45.00    2      93      93       1.0000000
     94   -3.3220000   36.8530000   3.3    1422.8889468 1973 11 23 21 20  5.00    2      94      94       1.0000000
     95   -4.9520000   36.5350000   3.6    1444.3711227 1973 12 15  8 54 25.00    2      95      95       1.0000000
     96   -4.7000000   36.1000000   3.3    1446.4467824 1973 12 17 10 43 22.00    2      96      96       1.0000000
     97   -0.4850000   38.5950000   3.5    1469.5356366 1974  1  9 12 51 19.00    2      97      97       1.0000000
     98   -3.5950000   36.7280000   3.2    1470.1311343 1974  1 10  3  8 50.00    2      98      98       1.0000000
     99   -3.7930000   37.1270000   3.7    1496.8330787 1974  2  5 19 59 38.00    2      99      99       1.0000000
    100   -1.8520000   37.6980000   3.5    1517.4331019 1974  2 26 10 23 40.00    2     100     100       1.0000000
    101    0.1420000   38.2520000   3.6    1521.3455440 1974  3  2  8 17 35.00    2     101     101       1.0000000
    102    0.1330000   38.2500000   3.3    1521.3958681 1974  3  2  9 30  3.00    1     101     101       1.0000000
    103   -1.1720000   38.0720000   3.2    1555.9658449 1974  4  5 23 10 49.00    2     103     103       1.0000000
    104   -3.7830000   36.3320000   3.7    1571.0589236 1974  4 21  1 24 51.00    2     104     104       1.0000000
    105   -0.0820000   38.1380000   3.6    1575.4928704 1974  4 25 11 49 44.00    2     105     105       1.0000000
    106    0.2000000   39.3000000   3.4    1592.9077546 1974  5 12 21 47 10.00    2     106     106       1.0000000
    107   -0.1000000   39.0000000   3.3    1624.3121759 1974  6 13  7 29 32.00    2     107     107       1.0000000
    108   -2.4670000   36.8330000   3.3    1625.6027894 1974  6 14 14 28  1.00    2     108     108       1.0000000
    109   -0.5000000   38.4170000   3.8    1683.5442361 1974  8 11 13  3 42.00    2     109     109       1.0000000
    110   -3.6900000   37.4250000   3.6    1719.8913079 1974  9 16 21 23 29.00    2     110     110       1.0000000
    111   -2.4670000   36.8330000   3.3    1726.6996528 1974  9 23 16 47 30.00    2     111     111       1.0000000
    112   -2.4670000   36.8330000   3.3    1730.3128935 1974  9 27  7 30 34.00    2     112     112       1.0000000
    113   -1.1470000   37.4700000   3.5    1738.5452431 1974 10  5 13  5  9.00    2     113     113       1.0000000
    114   -4.9000000   35.9580000   3.3    1776.0585880 1974 11 12  1 24 22.00    2     114     114       1.0000000
    115   -4.8430000   36.4100000   3.3    1802.5483565 1974 12  8 13  9 38.00    2     115     115       1.0000000
    116   -2.4670000   36.8330000   3.3    1805.7130903 1974 12 11 17  6 51.00    2     116     116       1.0000000
    117   -1.7930000   38.4670000   3.2    1817.0634606 1974 12 23  1 31 23.00    2     117     117       1.0000000
    118   -1.7000000   37.6670000   3.3    1843.4887731 1975  1 18 11 43 50.00    2     118     118       1.0000000
    119   -1.1820000   37.2680000   3.6    1844.3057292 1975  1 19  7 20 15.00    2     119     119       1.0000000
    120   -3.2000000   36.3000000   3.4    1900.1006134 1975  3 16  2 24 53.00    2     120     120       1.0000000
    121   -2.7050000   36.7480000   4.0    1902.8930208 1975  3 18 21 25 57.00    2     121     121       1.0000000
    122   -2.2730000   37.3630000   3.5    1908.1760301 1975  3 24  4 13 29.00    2     122     122       1.0000000
    123   -0.6000000   38.1830000   3.7    1908.3314931 1975  3 24  7 57 21.00    2     123     123       1.0000000
    124   -3.2670000   35.9620000   4.7    1913.0788889 1975  3 29  1 53 36.00    2     124     124       1.0000000
    125   -3.3250000   36.1880000   3.7    1920.4762731 1975  4  5 11 25 50.00    2     125     125       1.0000000
    126   -5.5000000   36.8000000   3.4    1956.8005787 1975  5 11 19 12 50.00    2     126     126       1.0000000
    127   -1.2530000   37.0100000   3.2    1960.6626852 1975  5 15 15 54 16.00    2     127     127       1.0000000
    128   -5.5820000   36.5880000   3.2    1993.1916782 1975  6 17  4 36  1.00    2     128     128       1.0000000
    129   -3.1100000   36.6620000   3.5    1998.7766435 1975  6 22 18 38 22.00    2     129     129       1.0000000
    130   -3.5950000   37.6720000   3.7    2000.3372454 1975  6 24  8  5 38.00    2     130     130       1.0000000
    131   -3.5950000   37.6630000   3.7    2004.9453009 1975  6 28 22 41 14.00    2     131     131       1.0000000
    132   -4.4080000   36.7280000   3.8    2011.6415162 1975  7  5 15 23 47.00    2     132     132       1.0000000
    133   -3.9000000   37.1000000   3.4    2013.0841319 1975  7  7  2  1  9.00    2     133     133       1.0000000
    134    0.6400000   38.6380000   4.7    2034.3842477 1975  7 28  9 13 19.00    2     134     134       1.0000000
    135   -4.5920000   36.4150000   5.3    2044.6461111 1975  8  7 15 30 24.00    2     135     135       1.0000000
    136   -1.8500000   37.7320000   3.3    2064.2487616 1975  8 27  5 58 13.00    2     136     136       1.0000000
    137   -3.5950000   37.5420000   3.2    2079.7827894 1975  9 11 18 47 13.00    2     137     137       1.0000000
    138   -5.3250000   37.0780000   3.5    2170.1780208 1975 12 11  4 16 21.00    2     138     138       1.0000000
    139   -5.2900000   36.9970000   4.3    2172.9979167 1975 12 13 23 57  0.00    2     139     139       1.0000000
    140   -2.4570000   36.8530000   3.2    2175.3927778 1975 12 16  9 25 36.00    2     140     140       1.0000000
    141   -5.2830000   36.9830000   3.4    2179.0047801 1975 12 20  0  6 53.00    1     139     139       1.0000000
    142   -0.7500000   37.9670000   3.3    2328.6611343 1976  5 17 15 52  2.00    2     142     142       1.0000000
    143   -4.4080000   37.5370000   3.9    2363.6151042 1976  6 21 14 45 45.00    2     143     143       1.0000000
    144   -3.8050000   37.3570000   3.8    2395.9430671 1976  7 23 22 38  1.00    2     144     144       1.0000000
    145   -5.7000000   36.4630000   4.5    2403.3747685 1976  7 31  8 59 40.00    2     145     145       1.0000000
    146   -4.6020000   37.0380000   3.6    2441.0399190 1976  9  7  0 57 29.00    2     146     146       1.0000000
    147   -0.5930000   38.8870000   4.2    2460.1870370 1976  9 26  4 29 20.00    2     147     147       1.0000000
    148   -0.5830000   38.8830000   3.3    2463.2352546 1976  9 29  5 38 46.00    1     147     147       1.0000000
    149    0.8900000   37.9330000   4.2    2527.0780671 1976 12  2  1 52 25.00    2     149     149       1.0000000
    150   -4.3520000   37.5700000   3.3    2579.5331481 1977  1 23 12 47 44.00    2     150     150       1.0000000
    151   -0.6670000   37.9670000   3.3    2590.7560880 1977  2  3 18  8 46.00    2     151     151       1.0000000
    152   -5.0800000   36.8980000   3.7    2605.5065278 1977  2 18 12  9 24.00    2     152     152       1.0000000
    153   -0.6370000   37.2500000   3.4    2658.8232292 1977  4 12 19 45 27.00    2     153     153       1.0000000
    154   -5.2380000   36.8950000   3.9    2670.7829977 1977  4 24 18 47 31.00    2     154     154       1.0000000
    155   -2.8000000   36.0000000   3.6    2705.9610532 1977  5 29 23  3 55.00    2     155     155       1.0000000
    156   -1.7280000   37.6450000   4.4    2713.4508333 1977  6  6 10 49 12.00    2     156     156       1.0000000
    157   -1.8020000   37.6570000   4.1    2713.6673611 1977  6  6 16  1  0.00    1     156     156       1.0000000
    158   -1.8970000   37.6570000   3.8    2714.1895486 1977  6  7  4 32 57.00    1     157     156       1.0000000
    159   -1.8230000   37.6620000   3.4    2714.3296412 1977  6  7  7 54 41.00    1     158     156       1.0000000
    160   -1.8030000   37.6570000   3.7    2716.3453935 1977  6  9  8 17 22.00    1     156     156       1.0000000
    161   -1.7980000   37.6570000   3.3    2716.4658218 1977  6  9 11 10 47.00    1     160     156       1.0000000
    162   -4.4100000   36.7300000   3.3    2728.2796528 1977  6 21  6 42 42.00    2     162     162       1.0000000
    163   -1.6870000   37.7080000   3.5    2728.3334954 1977  6 21  8  0 14.00    2     163     163       1.0000000
    164   -1.1720000   37.3820000   3.5    2733.0635995 1977  6 26  1 31 35.00    2     164     164       1.0000000
    165   -1.7000000   37.7000000   3.2    2742.5699421 1977  7  5 13 40 43.00    2     165     165       1.0000000
    166   -3.4780000   37.5520000   3.5    2773.0735185 1977  8  5  1 45 52.00    2     166     166       1.0000000
    167   -3.6000000   36.9000000   3.4    2780.3243750 1977  8 12  7 47  6.00    2     167     167       1.0000000
    168   -0.7830000   38.1170000   3.3    2895.2293287 1977 12  5  5 30 14.00    2     168     168       1.0000000
    169   -2.5330000   37.7000000   3.2    2961.9541551 1978  2  9 22 53 59.00    2     169     169       1.0000000
    170   -4.3330000   37.9300000   3.5    2985.8391088 1978  3  5 20  8 19.00    2     170     170       1.0000000
    171   -2.0680000   36.7170000   3.6    2998.4653125 1978  3 18 11 10  3.00    2     171     171       1.0000000
    172   -1.7050000   37.6320000   4.5    3004.5426389 1978  3 24 13  1 24.00    2     172     172       1.0000000
    173   -2.5330000   37.5880000   3.6    3019.6352662 1978  4  8 15 14 47.00    2     173     173       1.0000000
    174   -2.4430000   37.6100000   3.7    3051.9959491 1978  5 10 23 54 10.00    2     174     174       1.0000000
    175   -2.6820000   36.5370000   4.7    3052.2023611 1978  5 11  4 51 24.00    2     175     175       1.0000000
    176   -2.4580000   37.8070000   4.1    3058.9363889 1978  5 17 22 28 24.00    2     176     176       1.0000000
    177   -1.4800000   38.4900000   3.5    3107.1345486 1978  7  5  3 13 45.00    2     177     177       1.0000000
    178   -3.8080000   36.9620000   3.4    3128.3706250 1978  7 26  8 53 42.00    2     178     178       1.0000000
    179   -0.6820000   37.5680000   3.6    3175.8246528 1978  9 11 19 47 30.00    2     179     179       1.0000000
    180   -6.8000000   36.0000000   4.4    3187.0809838 1978  9 23  1 56 37.00    2     180     180       1.0000000
    181   -1.2370000   37.7170000   3.5    3209.7241435 1978 10 15 17 22 46.00    2     181     181       1.0000000
    182   -1.7670000   38.1670000   3.7    3211.3029977 1978 10 17  7 16 19.00    2     182     182       1.0000000
    183   -0.5000000   38.3500000   3.3    3225.7152894 1978 10 31 17 10  1.00    2     183     183       1.0000000
    184   -1.2970000   36.7370000   4.3    3241.6214005 1978 11 16 14 54 49.00    2     184     184       1.0000000
    185   -1.5000000   36.3000000   3.9    3242.7633102 1978 11 17 18 19 10.00    2     185     185       1.0000000
    186   -3.0120000   36.5550000   3.4    3243.4581019 1978 11 18 10 59 40.00    2     186     186       1.0000000
    187   -3.0030000   36.6000000   3.4    3243.4751620 1978 11 18 11 24 14.00    1     186     186       1.0000000
    188   -1.3220000   37.2150000   3.6    3283.4130093 1978 12 28  9 54 44.00    2     188     188       1.0000000
    189   -3.5420000   37.8380000   4.5    3283.8965162 1978 12 28 21 30 59.00    2     189     189       1.0000000
    190   -3.3820000   37.1570000   3.5    3306.2451968 1979  1 20  5 53  5.00    2     190     190       1.0000000
    191   -3.9030000   36.7280000   3.5    3330.9749769 1979  2 13 23 23 58.00    2     191     191       1.0000000
    192   -3.7000000   36.2870000   3.4    3344.5396991 1979  2 27 12 57 10.00    2     192     192       1.0000000
    193   -2.6020000   36.5550000   3.5    3347.0848148 1979  3  2  2  2  8.00    2     193     193       1.0000000
    194   -3.8020000   37.1630000   4.3    3365.9124537 1979  3 20 21 53 56.00   -1     194     194       1.0000000
    195   -3.7870000   37.2230000   4.6    3365.9146181 1979  3 20 21 57  3.00    2     194     194       1.0000000
    196   -4.6180000   37.1920000   3.4    3391.9056944 1979  4 15 21 44 12.00    2     196     196       1.0000000
    197   -2.5000000   36.7500000   3.3    3396.6447222 1979  4 20 15 28 24.00    2     197     197       1.0000000
    198   -3.5970000   37.1130000   3.2    3405.5878009 1979  4 29 14  6 26.00    2     198     198       1.0000000
    199   -5.2480000   37.0080000   3.3    3407.5117130 1979  5  1 12 16 52.00   -1     199     199       1.0000000
    200   -5.0900000   36.3700000   3.4    3407.5393634 1979  5  1 12 56 41.00   -1     199     199       1.0000000
    201   -5.0520000   36.4620000   3.4    3407.5481366 1979  5  1 13  9 19.00   -1     200     199       1.0000000
    202   -5.0800000   36.4780000   3.3    3407.5538426 1979  5  1 13 17 32.00   -1     201     199       1.0000000
    203   -5.4170000   36.9500000   4.2    3407.5763079 1979  5  1 13 49 53.00    2     199     199       1.0000000
    204   -5.3400000   37.0630000   3.3    3407.8400810 1979  5  1 20  9 43.00    1     203     199       1.0000000
    205   -3.5250000   37.1950000   3.4    3409.8841551 1979  5  3 21 13 11.00    2     205     205       1.0000000
    206   -1.5300000   37.7400000   3.3    3417.9202546 1979  5 11 22  5 10.00    2     206     206       1.0000000
    207   -2.4580000   37.6050000   4.4    3420.0748380 1979  5 14  1 47 46.00    2     207     207       1.0000000
    208   -2.9820000   36.5120000   3.5    3428.5782639 1979  5 22 13 52 42.00    2     208     208       1.0000000
    209   -3.6830000   36.8970000   3.7    3433.8203241 1979  5 27 19 41 16.00    2     209     209       1.0000000
    210   -4.1580000   36.4420000   3.2    3441.9371296 1979  6  4 22 29 28.00    2     210     210       1.0000000
    211   -3.5970000   37.1480000   3.4    3456.1638079 1979  6 19  3 55 53.00    2     211     211       1.0000000
    212   -3.6330000   37.1500000   3.8    3464.6318171 1979  6 27 15  9 49.00    2     212     212       1.0000000
    213   -3.3670000   36.7170000   3.3    3480.2878704 1979  7 13  6 54 32.00    2     213     213       1.0000000
    214   -3.2000000   37.1830000   3.2    3483.8750116 1979  7 16 21  0  1.00    2     214     214       1.0000000
    215   -3.8270000   37.0080000   3.6    3486.9214699 1979  7 19 22  6 55.00    2     215     215       1.0000000
    216   -1.7400000   36.3980000   3.8    3492.9363542 1979  7 25 22 28 21.00    2     216     216       1.0000000
    217   -3.6730000   37.1130000   3.9    3497.0384838 1979  7 30  0 55 25.00   -1     217     217       1.0000000
    218   -3.6500000   37.1330000   3.2    3497.1907986 1979  7 30  4 34 45.00   -1     217     217       1.0000000
    219   -3.6030000   37.1170000   4.1    3498.9050926 1979  7 31 21 43 20.00    2     217     217       1.0000000
    220   -3.6330000   37.1920000   3.4    3501.5861806 1979  8  3 14  4  6.00    1     219     217       1.0000000
    221   -3.7650000   37.2550000   3.4    3507.4907639 1979  8  9 11 46 42.00   -1     221     221       1.0000000
    222   -3.7430000   37.2800000   3.5    3507.5333218 1979  8  9 12 47 59.00    2     221     221       1.0000000
    223   -3.7200000   37.2600000   3.2    3507.9857176 1979  8  9 23 39 26.00    1     222     221       1.0000000
    224   -2.9280000   36.7330000   3.3    3508.2102083 1979  8 10  5  2 42.00    2     224     224       1.0000000
    225   -3.7000000   37.1920000   3.6    3517.1858681 1979  8 19  4 27 39.00    2     225     225       1.0000000
    226   -0.0230000   37.9880000   3.2    3525.2082407 1979  8 27  4 59 52.00    2     226     226       1.0000000
    227   -3.9670000   37.1020000   4.0    3548.8149306 1979  9 19 19 33 30.00    2     227     227       1.0000000
    228   -2.4580000   36.8530000   3.8    3548.9465741 1979  9 19 22 43  4.00    2     228     228       1.0000000
    229   -0.5000000   38.2170000   3.3    3558.6537037 1979  9 29 15 41 20.00    2     229     229       1.0000000
    230   -4.4100000   37.1180000   4.0    3581.4318403 1979 10 22 10 21 51.00    2     230     230       1.0000000
    231   -0.7680000   38.0130000   4.4    3584.6456944 1979 10 25 15 29 48.00    2     231     231       1.0000000
    232   -3.7730000   36.8650000   3.6    3615.0808681 1979 11 25  1 56 27.00    2     232     232       1.0000000
    233   -0.4850000   38.3570000   3.3    3616.1175926 1979 11 26  2 49 20.00    2     233     233       1.0000000
    234   -4.4100000   36.2400000   3.2    3622.4611574 1979 12  2 11  4  4.00    2     234     234       1.0000000
    235   -4.9780000   36.7480000   4.0    3628.2025926 1979 12  8  4 51 44.00    2     235     235       1.0000000
    236   -4.2280000   36.8500000   3.7    3641.8534838 1979 12 21 20 29  1.00    2     236     236       1.0000000
    237   -4.3400000   37.0630000   4.2    3642.9897222 1979 12 22 23 45 12.00    2     237     237       1.0000000
    238   -1.0420000   38.4620000   3.3    3648.4264699 1979 12 28 10 14  7.00    2     238     238       1.0000000
    239   -0.4220000   38.2750000   3.3    3653.5531134 1980  1  2 13 16 29.00    2     239     239       1.0000000
    240   -3.4230000   37.4970000   3.5    3663.1834144 1980  1 12  4 24  7.00    2     240     240       1.0000000
    241   -1.5000000   38.1770000   3.6    3689.6144792 1980  2  7 14 44 51.00    2     241     241       1.0000000
    242   -2.4670000   36.8330000   3.3    3704.6617245 1980  2 22 15 52 53.00    2     242     242       1.0000000
    243   -3.6170000   37.3330000   3.2    3736.4452431 1980  3 25 10 41  9.00    2     243     243       1.0000000
    244   -2.1750000   36.5900000   4.1    3736.4572569 1980  3 25 10 58 27.00    2     244     244       1.0000000
    245   -3.5420000   37.2550000   3.3    3743.9925694 1980  4  1 23 49 18.00    2     245     245       1.0000000
    246   -3.5020000   37.1920000   3.3    3760.3398264 1980  4 18  8  9 21.00    2     246     246       1.0000000
    247   -2.5080000   37.4070000   4.0    3760.4625694 1980  4 18 11  6  6.00    2     247     247       1.0000000
    248   -0.8670000   38.1670000   3.3    3765.6576273 1980  4 23 15 46 59.00    2     248     248       1.0000000
    249   -2.1580000   37.3420000   3.8    3786.8096528 1980  5 14 19 25 54.00    2     249     249       1.0000000
    250   -0.6830000   38.4800000   3.4    3792.0268750 1980  5 20  0 38 42.00    2     250     250       1.0000000
    251   -3.1230000   36.8170000   4.2    3802.6895602 1980  5 30 16 32 58.00    2     251     251       1.0000000
    252   -3.3500000   36.8630000   3.3    3815.8214120 1980  6 12 19 42 50.00    2     252     252       1.0000000
    253   -3.3420000   36.3250000   3.6    3819.2549537 1980  6 16  6  7  8.00    2     253     253       1.0000000
    254   -0.7870000   38.7080000   3.3    3826.9787963 1980  6 23 23 29 28.00    2     254     254       1.0000000
    255   -3.9370000   36.7280000   3.5    3857.6619907 1980  7 24 15 53 16.00    2     255     255       1.0000000
    256    0.5900000   39.2130000   3.2    3858.0361227 1980  7 25  0 52  1.00    2     256     256       1.0000000
    257   -0.7380000   38.2350000   3.2    3878.4694907 1980  8 14 11 16  4.00    2     257     257       1.0000000
    258   -2.9030000   36.3930000   3.2    3885.4328009 1980  8 21 10 23 14.00    2     258     258       1.0000000
    259   -2.4500000   36.8500000   3.3    3917.5661111 1980  9 22 13 35 12.00    2     259     259       1.0000000
