     id          lon          lat     m               t year mo da ho mi    se flag  parent founder            prob
   1377   -3.3040000   36.7580000   3.6   12728.5586343 2004 11  6 13 24 26.00    2    1377    1377       1.0000000
   1378   -4.7470000   36.4500000   3.2   12800.6396296 2005  1 17 15 21  4.00    2    1378    1378       1.0000000
   1379   -1.7560000   37.8530000   4.8   12812.3205093 2005  1 29  7 41 32.00    2    1379    1379       1.0000000
   1380   -1.7580000   37.8400000   3.5   12812.3409491 2005  1 29  8 10 58.00    1    1379    1379       1.0000000
   1381   -1.7260000   37.9520000   3.5   12815.9957870 2005  2  1 23 53 56.00    1    1379    1379       1.0000000
   1382   -1.7860000   37.8350000   4.3   12817.4864931 2005  2  3 11 40 33.00    1    1379    1379       1.0000000
   1383   -1.7980000   37.8550000   3.4   12817.4893056 2005  2  3 11 44 36.00    1    1382    1379       1.0000000
   1384   -1.8130000   37.8330000   3.6   12818.0483912 2005  2  4  1  9 41.00    1    1382    1379       1.0000000
   1385   -1.8070000   37.8760000   3.3   12818.0515509 2005  2  4  1 14 14.00    1    1384    1379       1.0000000
   1386   -1.8000000   37.8670000   3.3   12819.7195602 2005  2  5 17 16 10.00    1    1382    1379       1.0000000
   1387   -3.3780000   37.4860000   3.5   12828.3365394 2005  2 14  8  4 37.00    2    1387    1387       1.0000000
   1388   -5.9310000   36.3340000   3.7   12865.0437847 2005  3 23  1  3  3.00    2    1388    1388       1.0000000
   1389   -3.3150000   36.4110000   3.7   12873.2547917 2005  3 31  6  6 54.00    2    1389    1389       1.0000000
   1390   -3.1540000   36.5150000   3.4   12894.6753125 2005  4 21 16 12 27.00    2    1390    1390       1.0000000
   1391   -5.5880000   36.7190000   3.6   12949.1720949 2005  6 15  4  7 49.00    2    1391    1391       1.0000000
   1392   -1.5420000   36.6480000   3.8   12964.0551157 2005  6 30  1 19 22.00    2    1392    1392       1.0000000
   1393   -2.5510000   37.6920000   3.4   12990.2155208 2005  7 26  5 10 21.00    2    1393    1393       1.0000000
   1394   -2.4390000   36.9930000   3.4   13032.9268519 2005  9  6 22 14 40.00    2    1394    1394       1.0000000
   1395   -1.3330000   37.7330000   3.4   13085.1282292 2005 10 29  3  4 39.00    2    1395    1395       1.0000000
   1396   -1.3330000   38.2450000   3.3   13204.5183796 2006  2 25 12 26 28.00    2    1396    1396       1.0000000
   1397   -4.9360000   36.8680000   3.3   13205.9793634 2006  2 26 23 30 17.00    2    1397    1397       1.0000000
   1398   -1.6160000   37.7140000   3.4   13215.3779398 2006  3  8  9  4 14.00    2    1398    1398       1.0000000
   1399   -4.9280000   36.9070000   3.3   13218.3254861 2006  3 11  7 48 42.00   -1    1399    1399       1.0000000
   1400   -4.9320000   36.9300000   4.4   13218.5716319 2006  3 11 13 43  9.00    2    1399    1399       1.0000000
   1401   -4.9300000   36.9190000   3.4   13218.6771875 2006  3 11 16 15  9.00    1    1400    1399       1.0000000
   1402   -4.9400000   36.9190000   3.3   13220.4815046 2006  3 13 11 33 22.00    1    1400    1399       1.0000000
   1403   -4.9450000   36.9320000   3.3   13222.5573611 2006  3 15 13 22 36.00    1    1400    1399       1.0000000
   1404   -4.9380000   36.9160000   3.6   13233.7609028 2006  3 26 18 15 42.00    2    1404    1404       1.0000000
   1405   -1.0820000   38.1620000   3.7   13243.7236111 2006  4  5 17 22  0.00    2    1405    1405       1.0000000
   1406   -4.9030000   36.9080000   3.4   13244.5069676 2006  4  6 12 10  2.00    2    1406    1406       1.0000000
   1407   -4.9440000   36.9130000   3.7   13356.5089815 2006  7 27 12 12 56.00    2    1407    1407       1.0000000
   1408   -5.3970000   37.0910000   3.6   13515.5134954 2007  1  2 12 19 26.00    2    1408    1408       1.0000000
   1409   -5.3800000   37.0850000   3.6   13515.6255440 2007  1  2 15  0 47.00    1    1408    1408       1.0000000
   1410   -5.3870000   37.1020000   3.4   13515.9766782 2007  1  2 23 26 25.00    1    1409    1408       1.0000000
   1411   -3.7450000   37.2010000   3.8   13517.9809259 2007  1  4 23 32 32.00    2    1411    1411       1.0000000
   1412   -5.3940000   37.0870000   3.3   13518.0480208 2007  1  5  1  9  9.00    2    1412    1412       1.0000000
   1413   -4.3690000   36.8850000   3.4   13566.8868056 2007  2 22 21 17  0.00    2    1413    1413       1.0000000
   1414   -3.6290000   37.0570000   3.3   13673.3022685 2007  6  9  7 15 16.00    2    1414    1414       1.0000000
   1415   -5.3730000   37.0780000   4.4   13694.1623264 2007  6 30  3 53 45.00    2    1415    1415       1.0000000
   1416   -5.3980000   37.1060000   3.7   13694.4788773 2007  6 30 11 29 35.00    1    1415    1415       1.0000000
   1417   -5.3880000   37.0660000   3.4   13694.5208333 2007  6 30 12 30  0.00    1    1416    1415       1.0000000
   1418   -1.8390000   37.2900000   3.3   13759.5564468 2007  9  3 13 21 17.00    2    1418    1418       1.0000000
   1419   -5.4060000   37.0420000   3.6   13770.1563079 2007  9 14  3 45  5.00   -1    1419    1419       1.0000000
   1420   -5.4040000   37.0580000   3.7   13770.1568056 2007  9 14  3 45 48.00    2    1419    1419       1.0000000
   1421   -5.4050000   37.0790000   3.6   13770.5325347 2007  9 14 12 46 51.00    1    1420    1419       1.0000000
   1422   -5.4120000   37.0620000   3.9   13774.9727083 2007  9 18 23 20 42.00    2    1422    1422       1.0000000
   1423   -5.4040000   37.0780000   3.4   13777.5011343 2007  9 21 12  1 38.00    1    1422    1422       1.0000000
   1424   -3.9420000   37.0450000   3.4   13787.0277199 2007 10  1  0 39 55.00    2    1424    1424       1.0000000
   1425   -2.1940000   36.8930000   4.3   13915.7451389 2008  2  6 17 53  0.00    2    1425    1425       1.0000000
   1426   -0.8880000   37.9380000   3.4   13940.1693519 2008  3  2  4  3 52.00    2    1426    1426       1.0000000
   1427   -1.7080000   38.1550000   3.3   13999.9379630 2008  4 30 22 30 40.00    2    1427    1427       1.0000000
   1428   -0.4180000   39.0180000   3.4   14045.8718056 2008  6 15 20 55 24.00    2    1428    1428       1.0000000
   1429   -2.4780000   36.9870000   3.4   14065.3926736 2008  7  5  9 25 27.00    2    1429    1429       1.0000000
   1430   -0.4330000   39.0130000   3.6   14081.1042014 2008  7 21  2 30  3.00    2    1430    1430       1.0000000
   1431   -1.4420000   37.8390000   3.3   14082.1049074 2008  7 22  2 31  4.00    2    1431    1431       1.0000000
   1432   -5.5880000   36.9020000   3.3   14092.3067014 2008  8  1  7 21 39.00    2    1432    1432       1.0000000
   1433   -0.7810000   38.0540000   3.5   14096.9453819 2008  8  5 22 41 21.00    2    1433    1433       1.0000000
   1434   -1.5780000   37.7650000   3.4   14106.4216204 2008  8 15 10  7  8.00    2    1434    1434       1.0000000
   1435   -0.8910000   38.2700000   3.6   14136.5858796 2008  9 14 14  3 40.00    2    1435    1435       1.0000000
   1436   -5.4110000   37.0440000   4.7   14154.1686690 2008 10  2  4  2 53.00    2    1436    1436       1.0000000
   1437   -5.4250000   37.0090000   3.9   14154.1702083 2008 10  2  4  5  6.00    1    1436    1436       1.0000000
   1438   -5.4350000   37.0500000   3.7   14154.2182755 2008 10  2  5 14 19.00    1    1436    1436       1.0000000
   1439   -5.4380000   37.0490000   3.4   14154.3785880 2008 10  2  9  5 10.00    1    1436    1436       1.0000000
   1440   -5.4010000   37.0470000   3.4   14154.3904398 2008 10  2  9 22 14.00    1    1439    1436       1.0000000
   1441   -5.4010000   37.0590000   3.6   14160.6699884 2008 10  8 16  4 47.00    1    1436    1436       1.0000000
   1442   -5.4020000   37.0460000   3.3   14160.9511921 2008 10  8 22 49 43.00    1    1441    1436       1.0000000
   1443   -2.5560000   36.4700000   3.6   14172.4070718 2008 10 20  9 46 11.00   -1    1443    1443       1.0000000
   1444   -2.5350000   36.4510000   4.3   14173.1450579 2008 10 21  3 28 53.00    2    1443    1443       1.0000000
   1445   -2.5800000   36.4500000   4.2   14173.2470602 2008 10 21  5 55 46.00    1    1444    1443       1.0000000
   1446   -2.4870000   36.4450000   3.8   14173.5353704 2008 10 21 12 50 56.00    1    1444    1443       1.0000000
   1447   -2.5760000   36.4700000   4.0   14178.0356713 2008 10 26  0 51 22.00    1    1444    1443       1.0000000
   1448   -5.4330000   37.0310000   3.4   14182.4159722 2008 10 30  9 59  0.00    2    1448    1448       1.0000000
   1449   -5.3940000   37.0130000   3.4   14189.5352315 2008 11  6 12 50 44.00    2    1449    1449       1.0000000
   1450   -5.3970000   37.0440000   3.4   14189.5382060 2008 11  6 12 55  1.00    1    1449    1449       1.0000000
   1451   -2.5500000   36.4540000   4.3   14190.4603125 2008 11  7 11  2 51.00    2    1451    1451       1.0000000
   1452   -5.4330000   37.0500000   3.4   14206.6112847 2008 11 23 14 40 15.00    2    1452    1452       1.0000000
   1453   -5.3830000   37.0620000   3.3   14208.5189468 2008 11 25 12 27 17.00    2    1453    1453       1.0000000
   1454   -5.4200000   37.0620000   3.3   14275.5355324 2009  1 31 12 51 10.00    2    1454    1454       1.0000000
   1455   -5.4000000   37.0290000   3.3   14276.1404282 2009  2  1  3 22 13.00    1    1454    1454       1.0000000
   1456   -5.3900000   37.0310000   3.3   14276.1965278 2009  2  1  4 43  0.00    1    1455    1454       1.0000000
   1457   -5.3920000   37.0250000   3.3   14280.3104861 2009  2  5  7 27  6.00    2    1457    1457       1.0000000
   1458   -1.1610000   38.2410000   3.8   14349.6544560 2009  4 15 15 42 25.00    2    1458    1458       1.0000000
   1459   -1.6380000   37.7230000   3.3   14382.9836343 2009  5 18 23 36 26.00    2    1459    1459       1.0000000
   1460   -0.0710000   39.0660000   3.5   14516.8645139 2009  9 29 20 44 54.00    2    1460    1460       1.0000000
   1461   -3.8220000   37.0520000   3.9   14553.2360532 2009 11  5  5 39 55.00    2    1461    1461       1.0000000
   1462   -5.9670000   36.3730000   3.5   14554.8867014 2009 11  6 21 16 51.00    2    1462    1462       1.0000000
   1463   -4.7580000   36.5480000   3.3   14653.1200347 2010  2 13  2 52 51.00    2    1463    1463       1.0000000
   1464   -3.1870000   38.3240000   3.3   14653.9284259 2010  2 13 22 16 56.00    2    1464    1464       1.0000000
   1465   -3.4790000   38.2320000   3.4   14703.9679630 2010  4  4 23 13 52.00    2    1465    1465       1.0000000
   1466   -4.6680000   36.5400000   3.5   14738.7058102 2010  5  9 16 56 22.00    2    1466    1466       1.0000000
   1467   -6.2370000   36.6790000   3.3   14781.6403356 2010  6 21 15 22  5.00    2    1467    1467       1.0000000
   1468   -6.6200000   36.7920000   3.3   14784.4748264 2010  6 24 11 23 45.00    2    1468    1468       1.0000000
   1469   -2.3290000   36.5620000   4.3   14795.4452546 2010  7  5 10 41 10.00    2    1469    1469       1.0000000
   1470   -2.3350000   36.5780000   3.5   14796.6148495 2010  7  6 14 45 23.00    1    1469    1469       1.0000000
   1471   -2.3360000   36.5690000   3.3   14796.8599190 2010  7  6 20 38 17.00    1    1469    1469       1.0000000
   1472   -2.3470000   36.5550000   3.4   14800.8062616 2010  7 10 19 21  1.00    1    1469    1469       1.0000000
   1473   -2.3740000   36.8340000   3.3   14811.0007523 2010  7 21  0  1  5.00    2    1473    1473       1.0000000
   1474   -6.1730000   36.3870000   3.6   14846.3535185 2010  8 25  8 29  4.00    2    1474    1474       1.0000000
   1475   -2.6760000   36.6870000   3.4   14894.3061343 2010 10 12  7 20 50.00    2    1475    1475       1.0000000
   1476   -2.6510000   36.6860000   3.6   14917.2155093 2010 11  4  5 10 20.00   -1    1476    1476       1.0000000
   1477   -2.6470000   36.7010000   4.1   14917.5014005 2010 11  4 12  2  1.00    2    1476    1476       1.0000000
   1478   -5.7000000   36.4030000   3.3   14944.5178472 2010 12  1 12 25 42.00    2    1478    1478       1.0000000
   1479   -4.2280000   37.1860000   3.5   15034.2650116 2011  3  1  6 21 37.00    2    1479    1479       1.0000000
   1480   -2.4420000   37.4970000   3.7   15071.6623264 2011  4  7 15 53 45.00    2    1480    1480       1.0000000
   1481   -1.2010000   39.5930000   3.3   15093.9756829 2011  4 29 23 24 59.00    2    1481    1481       1.0000000
   1482   -1.7080000   37.7200000   4.5   15105.6286227 2011  5 11 15  5 13.00   -1    1482    1482       1.0000000
   1483   -1.7110000   37.7180000   5.1   15105.6996065 2011  5 11 16 47 26.00    2    1482    1482       1.0000000
   1484   -1.7010000   37.7310000   3.9   15105.8595486 2011  5 11 20 37 45.00    1    1483    1482       1.0000000
   1485   -1.0330000   38.3440000   3.8   15165.9544097 2011  7 10 22 54 21.00    2    1485    1485       1.0000000
   1486   -3.7630000   37.1510000   3.3   15172.2226505 2011  7 17  5 20 37.00    2    1486    1486       1.0000000
   1487   -3.6460000   36.5180000   3.3   15212.2835764 2011  8 26  6 48 21.00    2    1487    1487       1.0000000
   1488   -1.7970000   37.8600000   3.3   15228.6321412 2011  9 11 15 10 17.00    2    1488    1488       1.0000000
   1489   -3.1880000   36.7340000   3.4   15236.4683218 2011  9 19 11 14 23.00    2    1489    1489       1.0000000
   1490   -1.7950000   37.8160000   3.5   15249.5498264 2011 10  2 13 11 45.00    2    1490    1490       1.0000000
   1491    0.4960000   38.0860000   3.7   15260.4693403 2011 10 13 11 15 51.00    2    1491    1491       1.0000000
   1492   -1.9380000   37.3110000   3.8   15271.9829167 2011 10 24 23 35 24.00    2    1492    1492       1.0000000
   1493   -6.2480000   36.0990000   3.3   15368.8314005 2012  1 29 19 57 13.00    2    1493    1493       1.0000000
   1494   -3.1150000   37.7810000   4.0   15370.6085880 2012  1 31 14 36 22.00    2    1494    1494       1.0000000
   1495   -0.6650000   38.0440000   3.4   15375.1967245 2012  2  5  4 43 17.00    2    1495    1495       1.0000000
   1496   -2.9590000   36.5360000   3.5   15385.2171412 2012  2 15  5 12 41.00    2    1496    1496       1.0000000
   1497   -3.8960000   37.0620000   3.6   15396.6469329 2012  2 26 15 31 35.00    2    1497    1497       1.0000000
   1498   -4.2810000   37.1210000   3.5   15427.7240972 2012  3 28 17 22 42.00    2    1498    1498       1.0000000
   1499   -3.0720000   36.5740000   3.5   15428.4949884 2012  3 29 11 52 47.00    2    1499    1499       1.0000000
   1500   -2.6240000   36.4870000   4.2   15448.4079282 2012  4 18  9 47 25.00    2    1500    1500       1.0000000
   1501   -2.6140000   36.4960000   3.4   15448.4657060 2012  4 18 11 10 37.00    1    1500    1500       1.0000000
   1502   -2.6270000   36.5020000   3.4   15449.3991204 2012  4 19  9 34 44.00    1    1500    1500       1.0000000
   1503   -2.6340000   36.4940000   3.4   15462.5056829 2012  5  2 12  8 11.00    2    1503    1503       1.0000000
   1504   -2.0870000   37.3590000   3.6   15498.4357870 2012  6  7 10 27 32.00    2    1504    1504       1.0000000
   1505   -3.8440000   37.0070000   3.3   15510.0615394 2012  6 19  1 28 37.00    2    1505    1505       1.0000000
   1506   -2.9110000   36.6050000   3.4   15589.1839120 2012  9  6  4 24 50.00    2    1506    1506       1.0000000
   1507   -3.7090000   36.3140000   3.4   15655.0134144 2012 11 11  0 19 19.00    2    1507    1507       1.0000000
   1508   -3.2760000   38.0440000   3.4   15683.8005093 2012 12  9 19 12 44.00    2    1508    1508       1.0000000
   1509   -3.2810000   38.0580000   3.6   15689.6671759 2012 12 15 16  0 44.00   -1    1509    1509       1.0000000
   1510   -3.2880000   38.0390000   3.8   15689.7915972 2012 12 15 18 59 54.00    2    1509    1509       1.0000000
   1511   -3.2880000   38.0470000   3.7   15690.1729745 2012 12 16  4  9  5.00    1    1510    1509       1.0000000
   1512   -3.2830000   38.0460000   3.7   15691.2320255 2012 12 17  5 34  7.00    1    1511    1509       1.0000000
   1513   -3.2850000   38.0620000   3.4   15691.2503472 2012 12 17  6  0 30.00    1    1512    1509       1.0000000
   1514   -3.2850000   38.0570000   3.3   15691.3414236 2012 12 17  8 11 39.00    1    1512    1509       1.0000000
   1515   -3.2780000   38.0370000   3.4   15694.5760648 2012 12 20 13 49 32.00    2    1515    1515       1.0000000
   1516   -4.1130000   36.9050000   3.9   15695.0161111 2012 12 21  0 23 12.00    2    1516    1516       1.0000000
   1517   -3.2710000   38.0370000   3.3   15703.2881366 2012 12 29  6 54 55.00   -1    1517    1517       1.0000000
   1518   -3.2770000   38.0450000   3.5   15703.2898958 2012 12 29  6 57 27.00    2    1517    1517       1.0000000
   1519   -2.4950000   37.1030000   3.5   15714.3109954 2013  1  9  7 27 50.00    2    1519    1519       1.0000000
   1520   -3.6970000   37.4550000   3.9   15714.9774421 2013  1  9 23 27 31.00    2    1520    1520       1.0000000
   1521   -6.1010000   36.4130000   4.0   15736.7001505 2013  1 31 16 48 13.00    2    1521    1521       1.0000000
   1522   -3.2900000   38.0460000   3.3   15741.6379167 2013  2  5 15 18 36.00   -1    1522    1522       1.0000000
   1523   -3.2760000   38.0400000   3.8   15741.8915278 2013  2  5 21 23 48.00   -1    1522    1522       1.0000000
   1524   -3.2650000   38.0480000   3.9   15741.8918056 2013  2  5 21 24 12.00    2    1523    1522       1.0000000
   1525   -2.8150000   36.7760000   3.3   15761.9506944 2013  2 25 22 49  0.00    2    1525    1525       1.0000000
   1526   -5.3070000   36.5160000   3.3   15781.7879630 2013  3 17 18 54 40.00    2    1526    1526       1.0000000
   1527   -5.5200000   36.4720000   5.1   15783.1329977 2013  3 19  3 11 31.00    2    1527    1527       1.0000000
   1528   -5.5140000   36.4860000   3.6   15783.6838773 2013  3 19 16 24 47.00    1    1527    1527       1.0000000
   1529   -3.2740000   38.0530000   3.3   15794.4931597 2013  3 30 11 50  9.00    2    1529    1529       1.0000000
   1530   -1.7880000   37.8190000   3.7   15799.1022569 2013  4  4  2 27 15.00    2    1530    1530       1.0000000
   1531   -1.7830000   37.8200000   3.4   15802.2397917 2013  4  7  5 45 18.00    2    1531    1531       1.0000000
   1532   -3.2870000   38.0520000   3.4   15805.8465394 2013  4 10 20 19  1.00    2    1532    1532       1.0000000
   1533   -0.6900000   38.0810000   3.4   15869.5586111 2013  6 13 13 24 24.00    2    1533    1533       1.0000000
   1534   -2.2550000   37.3890000   3.3   15927.5468750 2013  8 10 13  7 30.00    2    1534    1534       1.0000000
   1535   -3.2460000   36.7610000   3.4   15928.5234144 2013  8 11 12 33 43.00    2    1535    1535       1.0000000
   1536   -2.8540000   36.3330000   3.5   15931.8084954 2013  8 14 19 24 14.00    2    1536    1536       1.0000000
   1537   -4.9460000   37.0960000   3.4   15970.6771296 2013  9 22 16 15  4.00    2    1537    1537       1.0000000
   1538   -3.2640000   38.0250000   3.7   15997.6627431 2013 10 19 15 54 21.00    2    1538    1538       1.0000000
   1539   -3.2620000   38.0260000   3.3   16009.5762037 2013 10 31 13 49 44.00    2    1539    1539       1.0000000
   1540   -5.2860000   36.4040000   3.3   16019.2121875 2013 11 10  5  5 33.00    2    1540    1540       1.0000000
   1541   -5.2280000   36.3320000   3.4   16036.9119329 2013 11 27 21 53 11.00    2    1541    1541       1.0000000
   1542   -2.9950000   36.6150000   3.8   16068.4518403 2013 12 29 10 50 39.00    2    1542    1542       1.0000000
   1543   -2.8240000   36.5550000   4.0   16125.6006019 2014  2 24 14 24 52.00    2    1543    1543       1.0000000
   1544   -0.3860000   38.1790000   3.5   16126.6345139 2014  2 25 15 13 42.00    2    1544    1544       1.0000000
   1545   -3.7160000   36.9190000   3.5   16154.0140046 2014  3 25  0 20 10.00    2    1545    1545       1.0000000
   1546   -5.8900000   36.4180000   3.3   16185.5075116 2014  4 25 12 10 49.00    2    1546    1546       1.0000000
   1547   -3.5580000   35.9380000   4.0   16223.2931597 2014  6  2  7  2  9.00    2    1547    1547       1.0000000
   1548   -5.5530000   36.9880000   3.3   16264.1936690 2014  7 13  4 38 53.00    2    1548    1548       1.0000000
   1549   -5.5290000   36.9550000   4.2   16301.5683333 2014  8 19 13 38 24.00    2    1549    1549       1.0000000
   1550   -5.5670000   36.9750000   3.3   16301.6185301 2014  8 19 14 50 41.00    1    1549    1549       1.0000000
   1551   -5.5500000   36.9900000   3.3   16301.8074769 2014  8 19 19 22 46.00    1    1549    1549       1.0000000
   1552   -3.5800000   37.9680000   3.5   16327.1506250 2014  9 14  3 36 54.00    2    1552    1552       1.0000000
   1553   -2.7030000   36.7020000   3.4   16352.8284606 2014 10  9 19 52 59.00    2    1553    1553       1.0000000
   1554   -2.4900000   36.5260000   3.9   16376.0166319 2014 11  2  0 23 57.00    2    1554    1554       1.0000000
   1555   -4.0320000   37.0340000   3.4   16400.9652778 2014 11 26 23 10  0.00    2    1555    1555       1.0000000
   1556   -2.7890000   36.5940000   3.3   16414.9549884 2014 12 10 22 55 11.00    2    1556    1556       1.0000000
   1557   -0.7100000   38.0210000   3.4   16446.2586458 2015  1 11  6 12 27.00    2    1557    1557       1.0000000
   1558   -4.1100000   36.2210000   3.4   16588.3231366 2015  6  2  7 45 19.00    2    1558    1558       1.0000000
   1559   -1.5380000   36.2550000   3.4   16595.6818171 2015  6  9 16 21 49.00    2    1559    1559       1.0000000
   1560   -1.2800000   38.3650000   3.4   16646.1831134 2015  7 30  4 23 41.00    2    1560    1560       1.0000000
   1561   -2.7910000   36.5990000   3.4   16662.9558102 2015  8 15 22 56 22.00    2    1561    1561       1.0000000
   1562   -2.7940000   36.5930000   3.4   16668.2582986 2015  8 21  6 11 57.00    2    1562    1562       1.0000000
   1563   -4.1340000   37.0750000   3.7   16718.2121412 2015 10 10  5  5 29.00    2    1563    1563       1.0000000
   1564   -2.1180000   37.3590000   3.3   16737.7885301 2015 10 29 18 55 29.00    2    1564    1564       1.0000000
   1565   -5.4070000   36.7000000   3.8   16746.7583102 2015 11  7 18 11 58.00    2    1565    1565       1.0000000
   1566   -3.1810000   36.8040000   3.9   16762.3348495 2015 11 23  8  2 11.00    2    1566    1566       1.0000000
   1567   -0.8530000   38.2680000   3.7   16788.6582292 2015 12 19 15 47 51.00    2    1567    1567       1.0000000
   1568   -2.2290000   37.3520000   3.3   16802.7857755 2016  1  2 18 51 31.00    2    1568    1568       1.0000000
   1569   -3.0900000   36.5690000   4.5   16831.6843403 2016  1 31 16 25 27.00    2    1569    1569       1.0000000
   1570   -3.0890000   36.5610000   3.3   16831.8176273 2016  1 31 19 37 23.00    1    1569    1569       1.0000000
   1571   -1.5060000   37.6710000   3.4   16868.1701968 2016  3  8  4  5  5.00    2    1571    1571       1.0000000
   1572   -4.8800000   36.8920000   3.7   16874.6694213 2016  3 14 16  3 58.00    2    1572    1572       1.0000000
   1573   -3.5320000   36.6470000   3.9   16885.5038773 2016  3 25 12  5 35.00    2    1573    1573       1.0000000
   1574   -1.6130000   37.7100000   3.8   16924.4976620 2016  5  3 11 56 38.00    2    1574    1574       1.0000000
   1575   -5.8240000   36.6860000   4.1   16931.7213889 2016  5 10 17 18 48.00    2    1575    1575       1.0000000
   1576   -5.8280000   36.5410000   3.3   16931.8436806 2016  5 10 20 14 54.00    1    1575    1575       1.0000000
   1577   -5.8360000   36.6100000   3.4   16936.7136690 2016  5 15 17  7 41.00    1    1575    1575       1.0000000
   1578   -4.2400000   37.7560000   3.7   16943.4592824 2016  5 22 11  1 22.00    2    1578    1578       1.0000000
   1579   -4.2270000   37.7300000   3.6   16943.4595718 2016  5 22 11  1 47.00    1    1578    1578       1.0000000
   1580   -3.2380000   37.8810000   3.3   16949.5157523 2016  5 28 12 22 41.00    2    1580    1580       1.0000000
   1581   -3.2510000   37.8700000   3.3   16983.4614352 2016  7  1 11  4 28.00    2    1581    1581       1.0000000
   1582   -5.4140000   37.1260000   3.3   17022.0810185 2016  8  9  1 56 40.00    2    1582    1582       1.0000000
   1583   -5.4190000   37.0890000   3.3   17022.0832407 2016  8  9  1 59 52.00    1    1582    1582       1.0000000
   1584   -3.2450000   37.8420000   3.3   17030.8447222 2016  8 17 20 16 24.00   -1    1584    1584       1.0000000
   1585   -3.2290000   37.8500000   3.3   17030.8478704 2016  8 17 20 20 56.00   -1    1584    1584       1.0000000
   1586   -3.2160000   37.8340000   3.4   17031.7744329 2016  8 18 18 35 11.00    2    1585    1584       1.0000000
   1587   -3.2260000   37.9110000   3.3   17033.9394676 2016  8 20 22 32 50.00    2    1587    1587       1.0000000
   1588   -5.4240000   36.2310000   3.6   17044.7932407 2016  8 31 19  2 16.00    2    1588    1588       1.0000000
   1589   -3.1670000   37.8170000   3.3   17055.3156134 2016  9 11  7 34 29.00   -1    1589    1589       1.0000000
   1590   -3.2420000   37.8680000   3.5   17055.3340972 2016  9 11  8  1  6.00    2    1589    1589       1.0000000
   1591   -2.5960000   37.4920000   3.8   17069.3152199 2016  9 25  7 33 55.00    2    1591    1591       1.0000000
   1592   -3.6630000   37.0270000   3.4   17074.3486574 2016  9 30  8 22  4.00    2    1592    1592       1.0000000
   1593   -5.9730000   36.3620000   3.4   17117.6423495 2016 11 12 15 24 59.00    2    1593    1593       1.0000000
   1594   -2.3680000   36.5370000   3.3   17135.3610648 2016 11 30  8 39 56.00    2    1594    1594       1.0000000
   1595   -2.3520000   37.2950000   3.4   17174.7132407 2017  1  8 17  7  4.00    2    1595    1595       1.0000000
   1596   -4.1900000   37.0990000   3.5   17209.2326505 2017  2 12  5 35  1.00    2    1596    1596       1.0000000
   1597   -2.3530000   36.9220000   3.8   17295.2829745 2017  5  9  6 47 29.00    2    1597    1597       1.0000000
   1598   -3.9300000   36.9830000   3.8   17304.4221644 2017  5 18 10  7 55.00    2    1598    1598       1.0000000
   1599   -3.8640000   37.0510000   3.6   17346.9393171 2017  6 29 22 32 37.00    2    1599    1599       1.0000000
   1600   -3.2850000   36.3690000   3.3   17348.9816667 2017  7  1 23 33 36.00    2    1600    1600       1.0000000
   1601   -2.4460000   37.9620000   3.3   17377.2892245 2017  7 30  6 56 29.00    2    1601    1601       1.0000000
   1602   -3.5580000   37.0010000   3.9   17378.9700810 2017  7 31 23 16 55.00    2    1602    1602       1.0000000
   1603   -5.0750000   37.0570000   4.0   17444.4966782 2017 10  5 11 55 13.00    2    1603    1603       1.0000000
   1604   -2.7140000   36.4060000   3.4   17460.4107407 2017 10 21  9 51 28.00    2    1604    1604       1.0000000
   1605   -4.1950000   37.1730000   3.4   17463.8278009 2017 10 24 19 52  2.00    2    1605    1605       1.0000000
   1606   -4.1270000   36.1540000   4.0   17473.7215625 2017 11  3 17 19  3.00    2    1606    1606       1.0000000
   1607   -4.2320000   36.8750000   3.4   17477.7913773 2017 11  7 18 59 35.00    2    1607    1607       1.0000000
   1608   -3.2810000   38.0390000   3.3   17494.2475926 2017 11 24  5 56 32.00    2    1608    1608       1.0000000
   1609   -4.1030000   36.1300000   3.3   17495.1973380 2017 11 25  4 44 10.00    2    1609    1609       1.0000000
   1610   -0.9600000   38.7150000   3.7   17504.3661921 2017 12  4  8 47 19.00    2    1610    1610       1.0000000
   1611   -3.1410000   36.4750000   3.6   17517.3657407 2017 12 17  8 46 40.00    2    1611    1611       1.0000000
   1612   -1.3980000   37.1770000   3.4   17521.8067245 2017 12 21 19 21 41.00    2    1612    1612       1.0000000
   1613   -2.4280000   36.9120000   3.7   17523.8942245 2017 12 23 21 27 41.00    2    1613    1613       1.0000000
   1614   -4.2630000   37.6260000   3.9   17529.2204398 2017 12 29  5 17 26.00    2    1614    1614       1.0000000
   1615   -1.3970000   37.9940000   3.5   17540.5567014 2018  1  9 13 21 39.00    2    1615    1615       1.0000000
   1616   -5.2950000   36.9530000   3.4   17560.0244560 2018  1 29  0 35 13.00   -1    1616    1616       1.0000000
   1617   -5.3150000   36.9700000   3.3   17560.0445486 2018  1 29  1  4  9.00   -1    1616    1616       1.0000000
   1618   -5.2850000   36.9350000   3.5   17561.0780208 2018  1 30  1 52 21.00    2    1616    1616       1.0000000
   1619   -2.0940000   37.3390000   3.3   17568.1700694 2018  2  6  4  4 54.00    2    1619    1619       1.0000000
   1620   -1.4190000   37.9780000   3.9   17592.7974769 2018  3  2 19  8 22.00    2    1620    1620       1.0000000
